ID	Name	Level	LevelRate	Exp	ExpType	Life	LifeReplenish	Mana	ManaReplenish	Attack	Hit	Duck	Armor	Critical	DeCritical	IgnoreDef	WalkSpeed	RunSpeed	AIMode
1003	冏囧-关卡1惊险（通用）	4	1	40	1	1	0	86	0	200	10000	1	0		1000		0	0	1
1004	巨石龟-关卡1惊险（普）	35	1	350	1	50000	0	86	0	1000	10000	1	0		1000		26	26	1
1004	巨石龟-关卡1惊险（困）	40	1	400	1	160000	0	86	0	3000	10000	1	0		1000		26	26	1
1005	巨石怪-关卡1惊险（普）	35	1	350	1	350000	0	86	0	900	10000	1	0		1000		20	20	1
1005	巨石怪-关卡1惊险（困）	40	1	400	1	800000	0	86	0	4000	10000	1	0		1000		20	20	1
1006	透明被杀-关卡1惊险	1	1	10	1	1	0	86	0	400	10000	1	0		1000		10	10	1
1007	冰火巨龟-关卡1惊险（普）	35	1	350	1	120000	0	86	0	1300	10000	1	0		1000		10	10	1
1007	冰火巨龟-关卡1惊险（困）	40	1	400	1	300000	0	86	0	7000	10000	1	0		1000		10	10	1
1010	魔兵-关卡1密室（普）	25	1	250	1	6000	0	86	0	100	10000	1	0		1000		10	10	1
1010	魔兵-关卡1密室（困）	30	1	300	1	18000	0	86	0	350	10000	1	0		1000		10	10	1
1011	魔兵弓箭手-关卡1密室（普）	25	1	250	1	5500	0	86	0	150	10000	1	0		1000		24	24	1
1011	魔兵弓箭手-关卡1密室（困）	30	1	300	1	15000	0	86	0	550	10000	1	0		1000		24	24	1
1012	魔将-关卡1密室（普）	25	1	250	1	20000	0	86	0	300	10000	1	0		1000		23	23	1
1012	魔将-关卡1密室（困）	30	1	300	1	80000	0	86	0	1000	10000	1	0		1000		23	23	1
1013	怨灵-关卡1密室（普）	25	1	250	1	80000	0	86	0	150	10000	1	20000		1000		23	23	1
1013	怨灵-关卡1密室（困）	30	1	300	1	200000	0	86	0	1000	10000	1	20000		1000		23	23	1
1014	圣光攻击-关卡1密室	1	1	10	1	1	0	86	0	1000	10000	1	0		1000		21	21	1
1015	妖王-关卡1密室（普）	25	1	250	1	120000	0	86	0	150	10000	1	0		1000		20	20	1
1015	妖王-关卡1密室（困）	30	1	300	1	250000	0	86	0	1000	10000	1	0		1000		20	20	1
1016	鬼魂-关卡1密室（普）	25	1	250	1	1	0	86	0	60	10000	1	0		1000		23	23	1
1016	鬼魂-关卡1密室（困）	30	1	300	1	1	0	86	0	60	10000	1	0		1000		23	23	1
1017	凶猛鬼魂-关卡1密室（普）	25	1	250	1	4000	0	86	0	100	10000	1	0		1000		17	17	1
1017	凶猛鬼魂-关卡1密室（困）	30	1	300	1	12000	0	86	0	300	10000	1	0		1000		17	17	1
1018	妖王追踪BUFF-关卡1密室	1	1	10	1	30000	0	86	0	60	10000	1	0		1000		25	25	1
1019	炼鬼炉-关卡1密室（普）	25	1	250	1	25000	0	86	0	1	10000	1	0		1000		26	26	1
1019	炼鬼炉-关卡1密室（困）	30	1	300	1	55000	0	86	0	1	10000	1	0		1000		26	26	1
1030	大将军-关卡1苏醒的（普）	50	1	500	1	8000000	0	86	0	24000	10000	1	0		1000		22	22	1
1030	大将军-关卡1苏醒的（困）	50	1	500	1	8000000	0	86	0	24000	10000	1	0		1000		22	22	1
1031	大将军分身-关卡1苏醒的（普）	50	1	500	1	200000	0	86	0	10000	10000	1	0		1000		22	22	1
1031	大将军分身-关卡1苏醒的（困）	50	1	500	1	200000	0	86	0	10000	10000	1	0		1000		22	22	1
1032	龙卷风-关卡1苏醒的（普）	50	1	500	1	10000	0	86	0	20000	10000	1	0		1000		14	14	1
1032	龙卷风-关卡1苏醒的（困）	50	1	500	1	10000	0	86	0	20000	10000	1	0		1000		14	14	1
1033	全体加血-关卡1苏醒的	50	1	500	1	5000	0	86	0	1	10000	1	0		1000		14	14	1
1050	利爪鬼-斗破三界（普）	55	1	550	1	40000	0	86	0	1500	10000	1	0		1000		15	15	1
1050	利爪鬼-斗破三界（困）	60	1	600	1	80000	0	86	0	3000	10000	1	0		1000		15	15	1
1051	刀鬼-斗破三界（普）	55	1	550	1	120000	0	86	0	1500	10000	1	0		1000		15	15	1
1051	刀鬼-斗破三界（困）	60	1	600	1	200000	0	86	0	3500	10000	1	0		1000		15	15	1
1052	弓鬼-斗破三界（普）	55	1	550	1	100000	0	86	0	2000	10000	1	0		1000		15	15	1
1052	弓鬼-斗破三界（困）	60	1	600	1	180000	0	86	0	4000	10000	1	0		1000		15	15	1
1053	魔族炮塔-斗破三界（普）	55	1	550	1	90000	0	86	0	6000	10000	1	20000		1000		15	15	1
1053	魔族炮塔-斗破三界（困）	60	1	600	1	180000	0	86	0	13000	10000	1	20000		1000		15	15	1
1054	巨斧魔-斗破三界（普）	55	1	550	1	250000	0	86	0	5000	10000	1	0		1000		15	15	1
1054	巨斧魔-斗破三界（困）	60	1	600	1	400000	0	86	0	10000	10000	1	0		1000		15	15	1
1055	流星锤魔-斗破三界（普）	55	1	550	1	250000	0	86	0	6000	10000	1	0		1000		15	15	1
1055	流星锤魔-斗破三界（困）	60	1	600	1	400000	0	86	0	12000	10000	1	0		1000		15	15	1
1056	鞭妖-斗破三界（普）	55	1	550	1	1450000	0	86	0	4000	10000	1	0		1000		20	20	1
1056	鞭妖-斗破三界（困）	60	1	600	1	4000000	0	86	0	8000	10000	1	0		1000		20	20	1
2000	敢死变种猴	245	1	1000	1	10	0	100	0	50	10000	10	10		1000		30	30	1
2001	回血	246	1	0	1	2950000	100000	100000	100000	0	0	0	0		1000		0	0	0
2002	神秘的药草	247	1	0	1	100000	100000	100000	100000	0	0	0	0		1000		0	0	0
2003	凶残鸟人	248	1	1000	1	10000	0	100	0	5000	10000	10	10		1000		15	15	1
2004	野刀狼	249	1	1000	1	10000	0	100	0	50	10000	10	5000		1000		15	15	1
2005	厚血蛤蟆	250	1	1000	1	30000	0	100	0	50	10000	10	10		1000		15	15	1
2006	加攻	251	1	1000	1	100000000	0	100	0	50	10000	10	10		1000		15	15	1
2007	加防	252	1	1000	1	100000000	0	100	0	50	10000	10	10		1000		15	15	1
2008	回血	253	1	1000	1	100000000	0	100	0	50	10000	10	10		1000		15	15	1
2009	符令傀儡	254	1	1000	1	10000	0	100	0	50	10000	10	10		1000		20	30	1
2010	冰冻阵	255	1	0	1	100000000	100000	100000	100000	0	0	0	0		1000		0	0	0
2011	冰玉米	256	1	1000	1	10000	0	100	0	50	10000	10	10		1000		15	15	1
2012	冰冻追踪怪	257	1	1000	1	10000	0	100	0	50	10000	10	10		1000		15	15	1
2013	火玉米	258	1	1000	1	10000	0	100	0	50	10000	10	10		1000		15	15	1
2014	火焰怪	259	1	1000	1	10000	0	100	0	50	10000	10	10		1000		15	15	1
2015		260	1	0	1	10000000	100000	100000	100000	0	0	0	10000000		1000		0	0	0
2016		261	1	0	1	10000000	100000	100000	100000	0	0	0	10000000		1000		0	0	0
2017	通向boss之门	262	1	0	1	10000000	100000	100000	100000	0	0	0	10000000		1000		0	0	0
2018	通向boss之门	263	1	0	1	10000000	100000	100000	100000	0	0	0	10000000		1000		0	0	0
2019	遗迹魔塔	264	1	1000	1	10000	0	100	0	50	10000	10	10		1000		0	0	1
2020	魔法蛋	265	1	1000	1	100	0	100	0	50	10	10	10		1000		10	10	1
2050	选择器 （gk巨手之怒）	266	1	1000	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2051	熔浆小兵 （gk巨手之怒）	267	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	15	1
2052	熔浆卫士 （gk巨手之怒）	268	1	1000	1	13000	0	0	0	50	10000	0	0		1000		15	15	1
2053	左封印将军 （gk巨手之怒）	269	1	1000	1	30000	0	0	0	50	10000	0	0		1000		15	15	1
2054	回血 （gk巨手之怒）	270	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	15	1
2055	右封印将军 （gk巨手之怒）	271	1	1000	1	30000	0	0	0	50	10000	0	0		1000		15	15	1
2056	加速 （gk巨手之怒）	272	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	15	1
2057	定术木人 （gk巨手之怒）	273	1	1000	1	50000	0	0	0	50	10000	0	0		1000		15	35	1
2058	敢死小鬼 （gk巨手之怒）	274	1	1000	1	5000	0	0	0	50	10000	0	0		1000		15	35	1
2059	食人花 （gk巨手之怒）	275	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	0	1
2060	恶厨傀儡 （gk巨手之怒）	276	1	1000	1	100000	0	0	0	50	10000	0	0		1000		15	20	1
2061	助攻器械 （gk巨手之怒）	277	1	1000	1	1000000	0	0	0	50	10000	0	0		1000		15	0	1
2062	怒天巨掌（gk巨手之怒）	278	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	0	1
2063	巨掌护法（gk巨手之怒）	279	1	1000	1	10000	0	0	0	50	10000	0	0		1000		15	15	1
2200	狂暴黑熊(群魔来袭)	45	1	450	1	50000	0	0	0	500	10000	0	0		1000		6	6	1
2200	狂暴黑熊(群魔来袭)（困）	50	1	500	1	119000	0	0	0	500	10000	0	0		1000		6	6	1
2201	牛兵守卫(群魔来袭)	45	1	450	1	55000	0	0	0	500	10000	0	0		1000		6	6	1
2201	牛兵守卫(群魔来袭)（困）	50	1	500	1	130000	0	0	0	500	10000	0	0		1000		6	6	1
2202	牛魔王(群魔来袭)	45	1	450	1	100000	0	0	0	2000	10000	0	0		1000		6	6	1
2202	牛魔王(群魔来袭)（困）	50	1	500	1	250000	0	0	0	2000	10000	0	0		1000		6	6	1
2203	凶残鸟人(群魔来袭)	45	1	450	1	32000	0	0	0	500	10000	0	0		1000		10	10	1
2203	凶残鸟人(群魔来袭)（困）	50	1	500	1	90000	0	0	0	500	10000	0	0		1000		10	10	1
2204	大头领(群魔来袭)	45	1	450	1	60000	0	0	0	4000	10000	0	0		1000		6	6	1
2204	大头领(群魔来袭)（困）	50	1	500	1	220000	0	0	0	4000	10000	0	0		1000		6	6	1
2205	变种鳄龟(群魔来袭)	45	1	450	1	62000	0	0	0	500	10000	0	0		1000		6	6	1
2205	变种鳄龟(群魔来袭)（困）	50	1	500	1	150000	0	0	0	500	10000	0	0		1000		6	6	1
2206	封印将军(群魔来袭)	45	1	450	1	150000	0	0	0	4000	10000	0	0		1000		6	6	1
2206	封印将军(群魔来袭)（困）	50	1	500	1	280000	0	0	0	4000	10000	0	0		1000		6	6	1
2207	大教主(群魔来袭)	45	1	450	1	820000	0	0	0	8000	10000	0	0		1000		6	6	1
2207	大教主(群魔来袭)（困）	50	1	500	1	1450000	0	0	0	8000	10000	0	0		1000		6	6	1
2208	神仙姐姐(群魔来袭)	45	1	450	1	200000	0	0	0	50	10000	0	0		1000		0	0	1
2209	单攻炮台传送点(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2210	群攻炮台传送点(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2211	减速炮台传送点(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2212	单攻炮台(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2213	群攻炮台(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2214	减速炮台(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2215	单攻魔法蛋(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2216	群攻魔法蛋(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0				0	0	1
2217	减速魔法蛋(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2218	加攻buff(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2219	全部怪伤害buff(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2220	全部怪定身buff(群魔来袭)	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		0	0	1
2221	猴子偷桃(群魔来袭)	45	1	450	1	100000	0	0	0	50	10000	0	0		1000		15	15	1
2230	宝物猴(四兽宝塔)	35	1	350	1	50000	0	0	0	50	10000	0	0		1000		15	15	1
2231	四兽塔塔主(四兽宝塔)	35	1	350	1	450000	0	0	0	2000	10000	0	0		1000		21	21	1
2231	四兽塔塔主(四兽宝塔)（困）	40	1	400	1	900000	0	0	0	6000	10000	0	0		1000		21	21	1
2232	白虎兵(四兽宝塔)	35	1	350	1	30000	0	0	0	1000	10000	0	0				21	21	1
2232	白虎兵(四兽宝塔)（困）	40	1	400	1	60000	0	0	0	2000	10000	0	0				21	21	1
2240	恶人守卫(偷袭恶人寨)	45	1	450	1	110000	0	0	0	2500	10000	0	0		1000		15	15	1
2240	恶人守卫(偷袭恶人寨) (困)	50	1	500	1	200000	0	0	0	4000	10000	0	0		1000		17	17	1
2241	恶人手下(偷袭恶人寨)	45	1	450	1	70000	0	0	0	1500	10000	0	0		1000		15	15	1
2241	恶人手下(偷袭恶人寨)（困）	50	1	500	1	110000	0	0	0	3500	10000	0	0		1000		17	17	1
2242	恶人寨寨主(偷袭恶人寨)	45	1	450	1	1000000	0	0	0	5000	10000	0	0		1000		21	21	1
2242	恶人寨寨主(偷袭恶人寨)（困）	50	1	500	1	1800000	0	0	0	8000	10000	0	0		1000		21	21	1
2243	恶霸(偷袭恶人寨)	45	1	450	1	200000	0	0	0	3000	10000	0	0		1000		15	15	1
2243	恶霸(偷袭恶人寨)（困）	50	1	500	1	300000	0	0	0	6000	10000	0	0		1000		15	15	1
2250	被劫镖车（冲出敌阵）	25	1	250	1	50000	0	0	0	50	10000	0	0		1000		7	7	1
2251	劫匪（冲出敌阵）（戴帽）	25	1	250	1	4000	0	0	0	100	10000	0	0		1000		15	15	1
2251	劫匪（冲出敌阵）（戴帽）(困)	30	1	300	1	8000	0	0	0	300	10000	0	0		1000		15	15	1
2252	劫匪（冲出敌阵）（没帽）	25	1	250	1	4000	0	0	0	100	10000	0	0				15	15	1
2252	劫匪（冲出敌阵）（没帽）（困）	30	1	300	1	8000	0	0	0	300	10000	0	0		1000		15	15	1
2253	帐篷（冲出敌阵）	25	1	250	1	30000	0	0	0	50	10000	0	0		1000		3	3	1
2253	帐篷（冲出敌阵）（困）	30	1	300	1	70000	0	0	0	50	10000	0	0		1000		3	3	1
2254	箭塔（冲出敌阵）	25	1	250	1	30000	0	0	0	150	10000	0	0		1000		0	0	1
2254	箭塔（冲出敌阵）（困）	30	1	300	1	70000	0	0	0	500	10000	0	0		1000		0	0	1
2255	大劫匪（冲出敌阵）（没帽）	25	1	250	1	20000	0	0	0	150	10000	0	0		1000		15	15	1
2255	大劫匪（冲出敌阵）（没帽）（困）	30	1	300	1	30000	0	0	0	500	10000	0	0		1000		15	15	1
2256	劫匪头领(冲出敌阵)	25	1	250	1	180000	0	0	0	300	10000	0	0		1000		21	21	1
2256	劫匪头领(冲出敌阵)（困）	30	1	300	1	250000	0	0	0	800	10000	0	0		1000		21	21	1
2260	机关人（机关地牢）	50	1	500	1	100000	0	0	0	3000	10000	0	0		1000		3	3	1
2260	机关人（机关地牢）（困）	26	1	260	1	250000	0	0	0	6000	10000	0	0		1000		3	3	1
2261	机关兽（机关地牢）	50	1	500	1	130000	0	0	0	4000	10000	0	0		1000		3	3	1
2261	机关兽（机关地牢）（困）	26	1	260	1	300000	0	0	0	7000	10000	0	0		1000		3	3	1
2262	机关邪童（机关地牢）	50	1	500	1	160000	0	0	0	5000	10000	0	0		1000		3	3	1
2262	机关邪童（机关地牢）（困）	26	1	260	1	350000	0	0	0	8000	10000	0	0		1000		3	3	1
2263	机关傀儡（机关地牢）	50	1	500	1	1800000	0	0	0	4000	10000	0	0		1000		3	3	1
2263	机关傀儡（机关地牢）（困）	26	1	260	1	3500000	0	0	0	10000	10000	0	0		1000		3	3	1
2400	飞虫(百毒邪教)	30	1	300	1	5000	0	0	0	50	10000	0	0		1000		15	15	1
2400	飞虫(百毒邪教)	40	1	400	1	15000	0	0	0	50	10000	0	0		1000		15	15	1
2400	飞虫(百毒邪教)	50	1	500	1	40000	0	0	0	50	10000	0	0		1000		15	15	1
2400	飞虫(百毒邪教)	60	1	600	1	100000	0	0	0	50	10000	0	0		1000		15	15	1
2401	剧毒虫(百毒邪教)	30	1	300	1	70000	0	0	0	100	10000	0	0		1000		15	15	1
2401	剧毒虫(百毒邪教)	40	1	400	1	210000	0	0	0	100	10000	0	0		1000		15	15	1
2401	剧毒虫(百毒邪教)	50	1	500	1	500000	0	0	0	100	10000	0	0		1000		15	15	1
2401	剧毒虫(百毒邪教)	60	1	600	1	1000000	0	0	0	100	10000	0	0		1000		15	15	1
2402	蜘蛛(百毒邪教)	25	1	250	1	7000	0	0	0	50	10000	0	0		1000		15	15	1
2403	黑寡妇(百毒邪教)	25	1	250	1	80000	0	0	0	100	10000	0	0		1000		15	15	1
2404	毒蟾蜍(百毒邪教)	25	1	250	1	8000	0	0	0	50	10000	0	0		1000		15	15	1
2405	蟾蜍精(百毒邪教)	25	1	250	1	90000	0	0	0	100	10000	0	0		1000		15	15	1
2406	百毒教教主(百毒邪教)	25	1	250	1	140000	0	0	0	200	10000	0	0		1000		15	15	1
2410	小鬼（百鬼夜行）	30	1	300	1	8000	0	0	0	50	10000	0	0		1000		15	15	1
2411	凶鬼（百鬼夜行）	30	1	300	1	100000	0	0	0	100	10000	0	0		1000		15	15	1
2412	尸鬼弓兵（百鬼夜行）	30	1	300	1	10000	0	0	0	50	10000	0	0		1000		15	15	1
2413	尸鬼弓将（百鬼夜行）	30	1	300	1	130000	0	0	0	100	10000	0	0		1000		15	15	1
2414	尸鬼兵（百鬼夜行）	30	1	300	1	12000	0	0	0	50	10000	0	0		1000		15	15	1
2415	尸鬼刀将（百鬼夜行）	30	1	300	1	150000	0	0	0	100	10000	0	0		1000		15	15	1
2416	尸鬼王（百鬼夜行）	30	1	300	1	200000	0	0	0	200	10000	0	0		1000		15	15	1
2420	鱼妖（进击的妖兽）	35	1	350	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2421	大鱼妖（进击的妖兽）	35	1	350	1	150000	0	0	0	100	10000	0	0		1000		10	10	1
2422	猴妖（进击的妖兽）	35	1	350	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2423	大猴妖（进击的妖兽）	35	1	350	1	180000	0	0	0	100	10000	0	0		1000		10	10	1
2424	树妖（进击的妖兽）	35	1	350	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2425	巨树妖（进击的妖兽）	35	1	350	1	200000	0	0	0	100	10000	0	0		1000		10	10	1
2426	鸟妖（进击的妖兽）	35	1	350	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2427	巨鸟妖（进击的妖兽）	35	1	350	1	230000	0	0	0	100	10000	0	0		1000		10	10	1
2428	龙妖（进击的妖兽）	35	1	350	1	350000	0	0	0	50	10000	0	0		1000		10	10	1
2430	小胖（进击的胖子）	40	1	400	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2431	一胖（进击的胖子）	40	1	400	1	200000	0	0	0	100	10000	0	0		1000		10	10	1
2432	小胖（进击的胖子）	40	1	400	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2433	二胖（进击的胖子）	40	1	400	1	220000	0	0	0	100	10000	0	0		1000		10	10	1
2434	小胖（进击的胖子）	40	1	400	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2435	三胖（进击的胖子）	40	1	400	1	250000	0	0	0	100	10000	0	0		1000		10	10	1
2436	小胖（进击的胖子）	40	1	400	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2437	四胖（进击的胖子）	40	1	400	1	300000	0	0	0	100	10000	0	0		1000		10	10	1
2438	巨胖（进击的胖子）	40	1	400	1	500000	0	0	0	50	10000	0	0		1000		10	10	1
2440	天残弟子（邪恶天残）	45	1	450	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2441	天残四长老（邪恶天残）	45	1	450	1	200000	0	0	0	100	10000	0	0		1000		10	10	1
2442	天残弟子（邪恶天残）	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2443	天残三长老（邪恶天残）	45	1	450	1	220000	0	0	0	100	10000	0	0		1000		10	10	1
2444	天残弟子（邪恶天残）	45	1	450	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2445	天残二长老（邪恶天残）	45	1	450	1	250000	0	0	0	100	10000	0	0		1000		10	10	1
2446	天残弟子（邪恶天残）	45	1	450	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2447	天残一长老（邪恶天残）	45	1	450	1	300000	0	0	0	100	10000	0	0		1000		10	10	1
2448	邪恶天残（邪恶天残）	45	1	450	1	500000	0	0	0	50	10000	0	0		1000		10	10	1
2450	空虚弟子（邪恶空虚）	50	1	500	1	8000	0	0	0	50	10000	0	0		1000		10	10	1
2451	夺命书生（邪恶空虚）	50	1	500	1	200000	0	0	0	100	10000	0	0		1000		10	10	1
2452	空虚弟子（邪恶空虚）	50	1	500	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2453	夺命书生（邪恶空虚）	50	1	500	1	220000	0	0	0	100	10000	0	0		1000		10	10	1
2454	空虚弟子（邪恶空虚）	50	1	500	1	8000	0	0	0	200	10000	0	0		1000		10	10	1
2455	夺命尿人（邪恶空虚）	50	1	500	1	250000	0	0	0	350	10000	0	0		1000		10	10	1
2456	空虚弟子（邪恶空虚）	50	1	500	1	10000	0	0	0	200	10000	0	0		1000		10	10	1
2457	夺命鸟人（邪恶空虚）	50	1	500	1	300000	0	0	0	400	10000	0	0		1000		10	10	1
2458	邪恶肾虚（邪恶空虚）	50	1	500	1	500000	0	0	0	800	10000	0	0		1000		10	10	1
2465	狂暴鱼人（狂暴岛）	60	1	600	1	250000	0	0	0	350	10000	0	0		1000		10	10	1
2466	狂暴刀将（狂暴岛）	60	1	600	1	350000	0	0	0	200	10000	0	0		1000		10	10	1
2467	狂暴老妖（狂暴岛）	60	1	600	1	450000	0	0	0	400	10000	0	0		1000		10	10	1
2468	狂暴巨鸟（狂暴岛）	60	1	600	1	600000	0	0	0	800	10000	0	0		1000		10	10	1
2473	变异巨蛙（变异岛）	60	1	600	1	250000	0	0	0	350	10000	0	0		1000		10	10	1
2474	变异岩浆怪（变异岛）	60	1	600	1	350000	0	0	0	200	10000	0	0		1000		10	10	1
2475	变异鳄龟（变异岛）	60	1	600	1	450000	0	0	0	400	10000	0	0		1000		10	10	1
2476	变异树妖（变异岛）	60	1	600	1	600000	0	0	0	800	10000	0	0		1000		10	10	1
2500	洞天副本小怪	30	1	300	1	5000	0	0	0	50	10000	0	0		1000		10	10	1
2500	洞天副本小怪	35	1	350	1	10000	0	0	0	50	10000	0	0		1000		10	10	1
2500	洞天副本小怪	40	1	400	1	15000	0	0	0	200	10000	0	0		1000		10	10	1
2500	洞天副本小怪	45	1	450	1	30000	0	0	0	200	10000	0	0		1000		10	10	1
2500	洞天副本小怪	50	1	500	1	40000	0	0	0	400	10000	0	0		1000		10	10	1
2500	洞天副本小怪	55	1	550	1	75000	0	0	0	400	10000	0	0		1000		10	10	1
2500	洞天副本小怪	60	1	600	1	100000	0	0	0	600	10000	0	0		1000		10	10	1
2501	洞天副本精英	30	1	450	1	70000	0	0	0	50	10000	0	0		1000		10	10	1
2501	洞天副本精英	35	1	525	1	140000	0	0	0	50	10000	0	0		1000		10	10	1
2501	洞天副本精英	40	1	600	1	210000	0	0	0	200	10000	0	0		1000		10	10	1
2501	洞天副本精英	45	1	675	1	350000	0	0	0	200	10000	0	0		1000		10	10	1
2501	洞天副本精英	50	1	750	1	500000	0	0	0	400	10000	0	0		1000		10	10	1
2501	洞天副本精英	55	1	825	1	750000	0	0	0	400	10000	0	0		1000		10	10	1
2501	洞天副本精英	60	1	1200	1	1000000	0	0	0	600	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	30	1	600	1	140000	0	0	0	50	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	35	1	700	1	340000	0	0	0	50	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	40	1	800	1	520000	0	0	0	200	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	45	1	900	1	720000	0	0	0	200	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	50	1	1000	1	1000000	0	0	0	400	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	55	1	1100	1	1500000	0	0	0	400	10000	0	0		1000		10	10	1
2502	洞天副本BOSS	60	1	1200	1	3000000	0	0	0	600	10000	0	0		1000		10	10	1
2900	冰炼（VIP-冰火炼狱）	30	1	900	1	1100000	0	0	0	4500	10000	0	0		1000		20	20	1
2901	火狱（VIP-冰火炼狱）	30	1	900	1	1450000	0	0	0	5200	10000	0	0		1000		20	20	1
2902	魔掌（VIP-冰火炼狱）	40	1	1200	1	4300000	0	0	0	10000	10000	0	0		1000		0	0	1
2903	白骨精（VIP-冰火炼狱）	50	1	1500	1	6500000	0	0	0	16000	10000	0	0		1000		20	20	1
2904	白骨精（VIP-冰火炼狱）	50	1	1500	1	150000	0	0	0	8000	10000	0	0		1000		15	15	1
10000	追踪冰冻	373	1	10	1	2000	0	86	0	10	10000	1	80		1000		12	12	1
3000	伐魔塔-魔兵	60	1	1600	1	74000				11000	700				1000		10	10	1
3001	伐魔塔-白脸鬼	60	1	1620	1	75000				11500	710				1000		10	10	1
3002	伐魔塔-黑脸鬼	60	1	1640	1	76000				12000	720				1000		10	10	1
3003	伐魔塔-鱼怪	60	1	1660	1	77000				12500	730				1000		10	10	1
3004	伐魔塔-怪盗小李（5层）	60	1	3000	1	1100000				28500	740		9000		1000		30	30	1
3005	伐魔塔-河妖	60	1	1700	1	79000				13500	750				1000		10	10	1
3006	伐魔塔-恶霸	60	1	1720	1	80000				14000	760				1000		10	10	1
3007	伐魔塔-狂暴者	60	1	1740	1	81000				14500	770				1000		10	10	1
3008	伐魔塔-强盗	60	1	1760	1	82000				15000	780				1000		10	10	1
3009	伐魔塔-邪恶大土豪（10层）	60	1	4000	1	1200000				32000	790		10000		1000		30	30	1
3010	伐魔塔-毒虫	60	1	1800	1	84000				16000	800				1000		10	10	1
3011	伐魔塔-熊精	60	1	1820	1	85000				16500	810				1000		10	10	1
3012	伐魔塔-年兽	60	1	1840	1	86000				17000	820				1000		10	10	1
3013	伐魔塔-毒蜘蛛	60	1	1860	1	87000				17500	830				1000		10	10	1
3014	伐魔塔-牛魔王（15层）	60	1	5000	1	1300000				35000	840		11000		1000		30	30	1
3015	伐魔塔-蟾蜍	60	1	1900	1	89000				18500	850				1000		10	10	1
3016	伐魔塔-怪盗小李	60	1	1920	1	90000				19000	860				1000		10	10	1
3017	伐魔塔-牛兵	60	1	1940	1	91000				19500	870				1000		10	10	1
3018	伐魔塔-哮天犬	60	1	1960	1	92000				20000	880				1000		10	10	1
3019	伐魔塔-西域飞龙（20层）	60	1	6000	1	1400000				38000	890		12000		1000		30	30	1
3020	伐魔塔-黑老鸦	60	1	2000	1	94000				21000	900				1000		10	10	1
3021	伐魔塔-鸟人	60	1	2020	1	95000				21500	910				1000		10	10	1
3022	伐魔塔-猕猴	60	1	2040	1	96000				22000	920				1000		10	10	1
3023	伐魔塔-江湖人士	60	1	2060	1	97000				22500	930				1000		10	10	1
3024	伐魔塔-大巨人 （25层）	60	1	7000	1	1550000				42500	940		13000		1000		30	30	1
3025	伐魔塔-毒箭兵	60	1	2100	1	99000				23500	950				1000		10	10	1
3026	伐魔塔-熔岩怪	60	1	2120	1	100000				24000	960				1000		10	10	1
3027	伐魔塔-鬼魂	60	1	2140	1	101000				24500	970				1000		10	10	1
3028	伐魔塔-食人花	60	1	2160	1	102000				25000	980				1000		10	10	1
3029	伐魔塔-右封印将军 （30层）	60	1	8000	1	1700000				47500	990		14000		1000		30	30	1
