ID	Name	Desc	Persist	Group	Level	Position	Debuff	Category	Category1	Category2	SkillMagnification	Grow	K	GroundBuff	BuffDelayFrame	Stack	Precond	Sync	Save	Death	Plus	NeedAgree	BuffRelation	BuffRadius	BuffEffectNum	Etimer1	Etimer2	Etimer3	Etimer4	Etimer5	Etrigger1	Etrigger2	Etrigger3	Etrigger4	Etrigger5	IfUseSkillLv	EffectMapType
1242	妖王召唤陨石3	关卡buff-苏醒的将军	16	1	1	1	2	1242	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	606										1	
1243	妖王召唤陨石4	关卡buff-苏醒的将军	32	1	1	1	2	1243	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	3	607										1	
1250	大将军劈砍	关卡buff-苏醒的将军	16	1	1	1	2	1250	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	1										1	
1251	大将军雷霆一击1	关卡buff-苏醒的将军	16	1	1	1	2	1251	2	1	0	0		0		10000	None()	1	0	0	0	0	3	4	3	630										1	
1252	大将军雷霆一击2（先不用）	关卡buff-苏醒的将军	16	1	1	1	2	1252	2	1	0	0		1		10000	None()	1	0	0	0	0	3	4	3	631										1	
1253	大将军旋风砍1	关卡buff-苏醒的将军	4	1	1	1	2	1253	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	632										1	
1254	大将军旋风砍2	关卡buff-苏醒的将军	24	1	1	1	3	1254	3	1	0	0		1		10000	None()	1	0	0	0	0	3	7	3	633										1	
1255	大将军龙卷风1	关卡buff-苏醒的将军	24	0	1	0	2	1255	2	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	634										1	
1256	大将军龙卷风2	关卡buff-苏醒的将军	112	0	1	0	5	1256	2	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	635										1	
1257	大将军龙卷风3	关卡buff-苏醒的将军	112	0	1	0	3	1257	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	3	636										1	
1258	大将军拉人2（停用)	关卡buff-苏醒的将军	1	0	1	1	4	1258	2	1	0	0	0	1		100000	None()	1	0	0	0	0	3	40	3	637										1	
1259	大将军拉人1（停用）	关卡buff-苏醒的将军	1	0	1	1	2	1259	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	40	1	638										1	
1260	大将军闪现	关卡buff-苏醒的将军	4	1	1	1	2	1260	1	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	650										1	
1261	大将军加攻1（变身）	关卡buff-苏醒的将军	16	1	1	0	5	1261	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	640										1	
1262	大将军加攻2（变身）	关卡buff-苏醒的将军	28800	1	1	0	5	1262	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	641										1	
1265	大将军召唤陨石1	关卡buff-苏醒的将军	4	1	1	1	2	1263	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	4	655										1	
1266	大将军召唤陨石2	关卡buff-苏醒的将军	48	0	1	1	2	1264	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	656										1	
1267	大将军召唤陨石3	关卡buff-苏醒的将军	16	1	1	1	2	1265	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	657	659									1	
1268	大将军召唤陨石4	关卡buff-苏醒的将军	32	1	1	1	2	1266	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	3	658										1	
1270	大将军吸血1（表现）	关卡buff-苏醒的将军	16	1	1	0	5	1270	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	661										1	
1271	大将军吸血2（表现）	关卡buff-苏醒的将军	80	1	1	0	5	1271	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1											1	
1272	大将军吸血（攻击）	关卡buff-苏醒的将军	16	1	1	1	2	1272	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	663										1	
1275	大将军拉人1	关卡buff-苏醒的将军	1	0	1	0	2	1275	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	637										1	
1276	大将军拉人2	关卡buff-苏醒的将军	1	0	1	0	2	1276	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	638										1	
1277	大将军拉人3	关卡buff-苏醒的将军	1	0	1	1	2	1277	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	40	3	639										1	
1280	追踪龙卷风(帮自己)	关卡buff-苏醒的将军	14400	0	1	0	5	1280	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	670										1	
1281	追踪龙卷风(帮自己)	关卡buff-苏醒的将军	160	0	1	0	3	1281	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1|3	6	4	671										1	
1282	全体回血1	关卡buff-苏醒的将军	4	1	1	1	2	1282	2	1	0	0	0	1		1	None()	1	0	0	0	0	3	100	3	674										1	
1283	全体回血2	关卡buff-苏醒的将军	4	1	1	1	5	1283	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	675										1	
1285	召唤火焰陨石1	关卡buff-斗破三界	4	1	1	1	2	1285	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	1	604										1	
1286	召唤火焰陨石2	关卡buff-斗破三界	48	0	1	1	2	1286	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	605										1	
1287	召唤火焰陨石3	关卡buff-斗破三界	16	1	1	1	2	1287	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	606										1	
1288	召唤火焰陨石4	关卡buff-斗破三界	32	1	1	1	2	1288	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	3	607										1	
1290	召唤寒冰陨石1	关卡buff-斗破三界	4	1	1	1	2	1290	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	1	690										1	
1291	召唤寒冰陨石2	关卡buff-斗破三界	48	0	1	1	2	1291	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	691										1	
1292	召唤寒冰陨石3	关卡buff-斗破三界	16	1	1	1	2	1292	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	692										1	
1293	召唤寒冰陨石4	关卡buff-斗破三界	32	1	1	1	2	1293	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	3	693										1	
1294	召唤寒冰陨石5	关卡buff-斗破三界	32	1	1	1	3	1294	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	0	1	694										1	
1300	巨龟召唤火陨石1	关卡buff-惊险陡坡	4	1	1	1	2	1300	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	3	800										1	
1301	巨龟召唤火陨石2	关卡buff-惊险陡坡	48	0	1	1	2	1301	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	801										1	
1302	巨龟召唤火陨石3	关卡buff-惊险陡坡	16	1	1	1	2	1302	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	802										1	
1303	巨龟召唤火陨石4	关卡buff-惊险陡坡	32	1	1	1	2	1303	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	3	3	803										1	
1305	召唤寒冰陨石1	关卡buff-惊险陡坡	4	1	1	1	2	1305	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	3	805										1	
1306	召唤寒冰陨石2	关卡buff-惊险陡坡	48	0	1	1	2	1306	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	806										1	
1307	召唤寒冰陨石3	关卡buff-惊险陡坡	16	1	1	1	2	1307	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	807										1	
1308	召唤寒冰陨石4	关卡buff-惊险陡坡	32	1	1	1	2	1308	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	3	3	808										1	
1309	召唤寒冰陨石5	关卡buff-惊险陡坡	32	1	1	1	3	1309	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	0	1	809										1	
1500	加血1	关卡-荒野求生	28800	0	1	1	1	1500	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	5						162	163				1	
1501	加血2	关卡-荒野求生	28800	0	1	1	1	1501	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	700										1	
1502	加攻击1	关卡-荒野求生	28800	0	1	1	1	1502	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	5						164	165				1	
1503	加攻击2	关卡-荒野求生	28800	0	1	1	1	1503	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	701										1	
1504	加防御1	关卡-荒野求生	28800	0	1	1	1	1504	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	5						166	167				1	
1505	加防御2	关卡-荒野求生	28800	0	1	1	1	1505	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	702										1	
1506	加血1	关卡-荒野求生	28800	0	1	1	1	1506	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	5						168	169				1	
1507	加血2	关卡-荒野求生	28800	0	1	1	1	1507	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	703										1	
1508	冰冻1	关卡-荒野求生	80	0	1	0	1	1508	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	6	5						170	171				1	
1509	冰冻2	关卡-荒野求生	80	0	1	1	1	1509	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	704										1	
1510	追踪自杀1	关卡-荒野求生	16	1	1	0	2	1510	2	1	0	0		0		10	None()	1	0	0	0	0	1|3	4	2	719										1	
1511	炮塔火炮	关卡-荒野求生	16	0	1	1	2	1511	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	706										1	
1512	精英怪 普攻	关卡-荒野求生	16	0	1	1	2	1512	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	707										1	
1513	精英怪 大招	关卡-荒野求生	48	0	1	1	2	1513	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	708										1	
1515	冰boss 普攻	关卡-荒野求生	16	0	1	1	2	1515	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	709										1	
1516	火boss 普攻	关卡-荒野求生	16	0	1	1	2	1516	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	710										1	
1517	冰boss 大招1	关卡-荒野求生	48	0	1	0	2	1517	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	7	3						172	173				1	
1518	冰boss 大招2	关卡-荒野求生	48	0	1	1	2	1518	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	711										1	
1519	火boss 大招1	关卡-荒野求生	80	0	1	0	2	1519	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	6	3						174	175				1	
1520	火boss 大招2	关卡-荒野求生	80	0	1	1	2	1520	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	712										1	
1521	凶残鸟人 关卡-荒野求生	关卡-荒野求生	16	0	1	1	2	1521	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	713										1	
1522	野刀狼 关卡-荒野求生	关卡-荒野求生	16	0	1	1	2	1522	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	714										1	
1523	厚血蛤蟆 关卡-荒野求生	关卡-荒野求生	16	0	1	1	2	1523	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	715										1	
1524	符令傀儡 普通攻击 关卡-荒野求生	关卡-荒野求生	16	0	1	1	2	1524	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	716										1	
1525	符令傀儡 大招1 关卡-荒野求生	关卡-荒野求生	32	0	1	0	2	1525	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	6	5	717										1	
1526	符令傀儡 大招2 关卡-荒野求生	关卡-荒野求生	80	0	1	1	2	1526	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	718										1	
1527	追踪自杀2	关卡-荒野求生	16	1	1	1	2	1527	2	1	0	0		0		100000	None()	1	0	0	0	0	1|3	0	1	705										1	
1528	冰boss 闪定	关卡-荒野求生	80	1	1	1	2	1528	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	720	711									1	
1530	熔浆小兵 普攻	关卡-巨手之怒	16	0	1	1	2	1530	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	730										1	
1531	熔浆卫士 普攻	关卡-巨手之怒	16	0	1	1	2	1531	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	731										1	
1532	左封印将军 普攻	关卡-巨手之怒	16	0	1	1	2	1532	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	732										1	
1533	左封印将军 大招1	关卡-巨手之怒	16	0	1	0	2	1533	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	733										1	
1534	左封印将军 大招2	关卡-巨手之怒	80	0	1	1	2	1534	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	734	732									1	
1535	回血1	关卡-巨手之怒	28800	0	1	1	1	1535	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	6	5						180	181				1	
1536	回血2	关卡-巨手之怒	28800	0	1	1	1	1536	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	735										1	
1537	右封印将军 普攻	关卡-巨手之怒	16	0	1	1	2	1537	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	736										1	
1538	右封印将军 大招1	关卡-巨手之怒	16	0	1	0	2	1538	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	737										1	
1539	右封印将军 大招2	关卡-巨手之怒	80	0	1	1	2	1539	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	738	736									1	
1540	加速1	关卡-巨手之怒	28800	0	1	1	1	1540	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	6	5						182	183				1	
1541	加速2	关卡-巨手之怒	80	0	1	1	1	1541	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	739										1	
1542	定术木人 定身1	关卡-巨手之怒	28800	0	1	1	1	1542	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	6	5						184	185				1	
1543	定术木人 定身2	关卡-巨手之怒	80	0	1	1	1	1543	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	740										1	
1544	敢死小鬼 自杀	关卡-巨手之怒	16	0	1	1	2	1544	1	1	0	0		0		100000	None()	1	0	0	0	0	1|3	4	2	741										1	
1545	食人花	关卡-巨手之怒	16	0	1	1	2	1545	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	742										1	
1546	恶厨傀儡 普攻	关卡-巨手之怒	16	0	1	1	2	1546	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	743										1	
1547	恶厨傀儡 大招1	关卡-巨手之怒	16	0	1	0	2	1547	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	744										1	
1548	恶厨傀儡 大招2	关卡-巨手之怒	80	0	1	1	2	1548	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	745										1	
1549	助攻器械	关卡-巨手之怒	16	0	1	1	2	1549	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	746										1	
1550	怒天巨掌 普攻 群攻1	VIP副本-魔掌	16	0	1	1	2	1550	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	747										1	
1551	怒天巨掌 普攻 群攻2	VIP副本-魔掌	16	0	1	1	2	1551	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	748										1	
1552	怒天巨掌 中级 群攻1	VIP副本-魔掌	16	0	1	1	2	1552	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	749										1	
1553	怒天巨掌 中级 群攻2	VIP副本-魔掌	16	0	1	1	2	1553	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	750										1	
1554	怒天巨掌 高级 群攻1	VIP副本-魔掌	64	1	1	0	3	1554	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	751										1	
1555	怒天巨掌 高级 群攻2	VIP副本-魔掌	96	1	1	0	3	1555	2	1	0	0	0	1		1	None()	1	0	0	0	0	3	13	5	752										1	
1556	怒天巨掌 引导BUFF	VIP副本-魔掌	128	1	1	0	3	1556	2	1	0	0	0	1		1	None()	1	0	0	0	0	3	0	1											1	
1558	魔掌拉人1	VIP副本-魔掌	1	0	1	0	2	1558	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	755										1	
1559	魔掌拉人2	VIP副本-魔掌	1	0	1	0	2	1559	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	756										1	
1560	魔掌拉人3	VIP副本-魔掌	1	0	1	1	2	1560	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	10	3	757										1	
1562	魔掌加血1	VIP副本-魔掌	16	1	1	0	5	1562	3	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	758										1	
1563	魔掌加血2	VIP副本-魔掌	16	1	1	0	5	1563	3	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	759										1	
1570	帮冰火玉米加攻buff 1	VIP副本-冰火玉米	160	0	1	0	1	1570	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	100	2	760										1	
1571	帮冰火玉米加攻buff 2	VIP副本-冰火玉米	14400	0	1	1	1	1571	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	0	1	761										1	
1580	白骨精 普攻 普攻1	VIP副本-白骨精	16	0	1	1	2	1580	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1										1	
1583	白骨精 普攻 群攻1	VIP副本-白骨精	16	0	1	1	2	1583	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	4	770										1	
1584	白骨精 普攻 群攻2	VIP副本-白骨精	16	0	1	1	2	1584	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	771										1	
1587	白骨精  召唤1	VIP副本-白骨精	1	1	1	0	2	1587	3	1	0	0	0	0		11000	None()	1	0	0	0	0	1	0	1	774										1	
1588	白骨精  召唤2	VIP副本-白骨精	1	1	1	1	2	1588	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	100	4	775										1	
1589	白骨精  召唤3	VIP副本-白骨精	1	1	1	1	2	1589	3	1	0	0	0	0		11000	None()	1	0	0	0	0	3	0	1	776										1	
1591	白骨精  变身1	VIP副本-白骨精	16	1	1	0	5	1591	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	778										1	
1592	白骨精  变身2	VIP副本-白骨精	860	1	1	0	5	1592	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	779										1	
3000	狂暴黑熊	多人副本-群魔来袭	16	0	1	1	2	3000	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1000										1	
3001	牛兵守卫	多人副本-群魔来袭	16	0	1	1	2	3001	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1001										1	
3002	牛魔王 普攻	多人副本-群魔来袭	16	0	1	1	2	3002	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1002										1	
3003	"牛魔王 大招1
"	多人副本-群魔来袭	80	0	1	0	2	3003	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	8	3	1003										1	
3004	"牛魔王 大招2
"	多人副本-群魔来袭	80	0	1	1	2	3004	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	0	1	1004										1	
3005	凶残鸟人	多人副本-群魔来袭	16	0	1	1	2	3005	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1005										1	
3006	大头领 普攻	多人副本-群魔来袭	16	0	1	1	2	3006	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1006										1	
3007	大头领 大招1	多人副本-群魔来袭	80	0	1	0	2	3007	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	8	3	1007										1	
3008	"大头领 大招2
"	多人副本-群魔来袭	80	0	1	1	2	3008	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	0	1	1008										1	
3009	变种鳄龟	多人副本-群魔来袭	16	0	1	1	2	3009	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1009										1	
3010	封印将军 普攻	多人副本-群魔来袭	16	0	1	1	2	3010	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1010										1	
3011	封印将军 大招1	多人副本-群魔来袭	80	0	1	0	2	3011	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	8	3	1011										1	
3012	"封印将军 大招2
"	多人副本-群魔来袭	80	0	1	1	2	3012	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	0	1	1012										1	
3013	大教主 普攻	多人副本-群魔来袭	16	0	1	1	2	3013	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1013										1	
3014	大教主 大招1（高伤害）	多人副本-群魔来袭	80	0	1	0	2	3014	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	3	1014										1	
3015	"大教主 大招2（高伤害）
"	多人副本-群魔来袭	80	0	1	1	2	3015	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1015										1	
3016	神仙姐姐(变身)	多人副本-群魔来袭	16	0	1	0	2	3016	1	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	1016										1	
3017	单攻炮台	多人副本-群魔来袭	16	0	1	1	2	3017	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1017										1	
3018	群攻炮台 1	多人副本-群魔来袭	4	0	1	1	2	3018	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	15	10	1018										1	
3019	群攻炮台 2	多人副本-群魔来袭	4	0	1	1	2	3019	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1019										1	
3020	减速炮台 1	多人副本-群魔来袭	16	0	1	1	2	3020	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	15	10	1020										1	
3021	减速炮台 2	多人副本-群魔来袭	80	0	1	1	1	3021	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1021										1	
3022	加攻buff 1	多人副本-群魔来袭	160	0	1	0	1	3022	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	100	100	1022										1	
3023	加攻buff 2	多人副本-群魔来袭	160	0	1	1	1	3023	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1023										1	
3024	全部怪伤害buff 1	多人副本-群魔来袭	16	0	1	0	2	3024	1	1	0	0	0	1		100000	None()	1	0	0	0	0	2|4	100	100	1024										1	
3025	全部怪伤害buff 2	多人副本-群魔来袭	16	0	1	1	1	3025	1	1	0	0	0	0		100000	None()	1	0	0	0	0	2|4	0	1	1025										1	
3026	全部怪定身buff 1	多人副本-群魔来袭	4	0	1	0	1	3026	3	1	0	0	0	1		1	None()	1	0	0	0	0	2|4	100	100	1026										1	
3027	全部怪定身buff 2	多人副本-群魔来袭	112	0	1	1	1	3027	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	1027										1	
3028	信春鸽自杀	多人副本-群魔来袭	16	0	1	0	2	3028	1	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	1028										1	
3029	仙女着小火	多人副本-群魔来袭	16	1	1	0	5	3029	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1029										1	
3030	仙女着小火	多人副本-群魔来袭	28800	1	1	0	5	3030	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1											1	
3031	仙女着大火	多人副本-群魔来袭	16	1	1	0	5	3031	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1030										1	
3032	仙女着大火	多人副本-群魔来袭	28800	1	1	0	5	3032	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1											1	
3033	牛魔王加血1	多人副本-群魔来袭	32	1	1	0	5	3033	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	40	30	1031										1	
3034	牛魔王加血2	多人副本-群魔来袭	16	1	1	1	5	3034	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	1032										1	
3035	大头领范围加速	多人副本-群魔来袭	16	1	1	0	5	3035	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	20	15	1033										1	
3036	大头领范围加速	多人副本-群魔来袭	32	1	1	1	5	3036	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	1034										1	
3037	大将军范围加防	多人副本-群魔来袭	16	1	1	0	5	3037	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	20	15	1035										1	
3038	大将军范围加防	多人副本-群魔来袭	32	1	1	1	5	3038	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	1036										1	
3039	大教主撞飞1	多人副本-群魔来袭	16	1	1	0	2	3039	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	5	3	1037										1	
3040	大教主撞飞3	多人副本-群魔来袭	32	1	1	1	5	3040	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1038										1	
3045	仙女暗杀队友1	多人副本-群魔来袭	1	1	1	0	2	3045	3	1	0	0	0	0		11000	None()	1	0	0	0	0	1	0	1	1045										1	
3046	仙女暗杀队友2	多人副本-群魔来袭	1	1	1	1	2	3046	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	15	3	1046										1	
3047	仙女暗杀队友3	多人副本-群魔来袭	1	1	1	1	2	3047	3	1	0	0	0	0		11000	None()	1	0	0	0	0	2|4	0	1	1047										1	
3048	帮玩家加隐形属性	多人副本-群魔来袭	16	1	1	1	2	3048	3	1	0	0	0	1		1	None()	1	0	0	0	0	2|4	20	4	1048										1	multiinstance
3049	帮玩家加隐形属性	多人副本-群魔来袭	19200	1	1	1	5	3049	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	1049										1	multiinstance
3050	童女帮自己加隐形属性	多人副本-群魔来袭	16	1	1	0	2	3050	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1050										1	
3051	童女帮自己加隐形属性	多人副本-群魔来袭	19200	1	1	0	5	3051	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1051										1	
3060	帮宝珠加特效	多人副本-四兽宝塔	34400	1	1	1	5	3060	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	1										1	
3061	鲁大深加血	多人副本-四兽宝塔	16	1	1	0	5	3061	3	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	1060										1	
3062	鲁大深群攻准备	多人副本-四兽宝塔	16	1	1	0	5	3062	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1											1	
3065	鲁大深 加攻击1	多人副本-四兽宝塔	16	0	1	0	5	3065	2	1	0	0		0		1	None()	1	0	0	0	0	1	0	1	696										1	
3066	鲁大深 加攻击2	多人副本-四兽宝塔	80	0	1	0	5	3066	2	1	0	0		0		1	None()	1	0	0	0	0	1	0	1	697										1	
3090	守卫暗杀队友1	多人副本-偷袭恶人寨	1	1	1	0	2	3090	3	1	0	0	0	0		11000	None()	1	0	0	0	0	1	0	1	1080										1	
3091	守卫暗杀队友2	多人副本-偷袭恶人寨	1	1	1	1	2	3091	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	100	3	1081										1	
3092	守卫暗杀队友3	多人副本-偷袭恶人寨	1	1	1	1	2	3092	3	1	0	0	0	0		11000	None()	1	0	0	0	0	3	0	1	1082										1	
3120	箭塔的放箭	多人副本-冲出敌阵	16	1	1	1	2	3120	3	1	0	0	0	0		11000	None()	1	0	0	0	0	3	0	1	302										1	
3125	镖车自己定自己	多人副本-冲出敌阵	9600	1	1	0	2	3125	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1085										1	
3126	自杀	多人副本-群魔来袭	16	0	1	0	5	3126	1	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	1028										1	
3130	机关兽失灵1	多人副本-机关地牢	16	0	1	1	2	3130	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	20	20	790										1	
